codigop, id_asenta, id_tipo_asenta          , d_asenta
  01296,      0152, 1              , 'Jalalpa Tepito 2a Ampliación'
  01296,      0153, 1              , 'Ampliación Jalalpa'
  01296,      0154, 1              , 'Jalalpa Tepito'
  01298,      0156, 1              , 'Ampliación Piloto Adolfo López Mateos'
  01299,      0160, 1              , '1a Ampliación Presidentes'
  01299,      0161, 1              , '2a Ampliación Presidentes'
  01310,      0163, 1              , 'San Gabriel'
  01320,      0164, 1              , 'Carlos A. Madrazo'
  01330,      0168, 1              , 'Paseo de las Lomas'
  01340,      0170, 1              , 'Bejero del Pueblo Santa Fe'
  01376,      0171, 1              , 'Santa Fe'
  01376,      2682, 1              , 'Santa Fe Peña Blanca'
  01376,      2683, 1              , 'Santa Fe La Loma'
  01376,      2864, 1              , 'Santa Fe Centro Ciudad'
  01377,      0172, 1              , 'Jalalpa El Grande'
  01389,      0176, 1              , 'Santa Fe Tlayapaca'
  01400,      0181, 1              , 'Olivar del Conde 1a Sección'
  01400,      0184, 1              , 'Preconcreto'
  01407,      0187, 1              , 'Galeana'
  01408,      0188, 1              , 'Olivar del Conde 2a Sección'
  01410,      0193, 1              , 'Barrio Norte'
  01410,      0194, 1              , 'Palmas'
  01419,      0195, 1              , 'Minas Cristo Rey'
  01420,      0196, 1              , 'Sacramento'
  01420,      0197, 3               , 'Santa María Nonoalco'
  01430,      0198, 1              , 'Colina del Sur'
  01450,      0202, 1              , 'Hogar y Redención'
  01460,      0204, 1              , 'Alfonso XIII'
  01470,      0206, 3               , 'Alfalfar'
  01470,      0207, 1              , 'Molino de Rosas'
  01480,      0209, 1              , 'Lomas de Plateros'
  01490,      0211, 1              , 'La Cascada'
  01500,      0213, 2               , 'Santa Lucía'
  01500,      2704, 1              , 'Miguel Gaona Armenta'
  01509,      0221, 2               , 'Santa Lucía Chantepec'
  01510,      0222, 1              , 'Garcimarrero'
  01510,      0223, 1              , 'La Araña'
  01510,      2636, 1              , 'Los Cedros'
  01520,      0094, 1              , 'Ampliación Los Pirules'
  01520,      0225, 1              , 'Estado de Hidalgo'
  01520,      0226, 1              , 'Ampliación Estado de Hidalgo'
  01520,      0227, 1              , 'Piru Santa Lucía'
  01520,      2841, 1              , 'El Politoco'
  01530,      0229, 1              , 'Corpus Christy'
  01538,      0232, 1              , 'Tepopotla'
  01539,      0233, 1              , 'Acuilotla'
  01539,      2643, 1              , 'Cooperativa Unión Olivos'
  01540,      0238, 1              , 'Balcones de Cehuayo'
  01540,      0239, 1              , 'Cehuaya'
  01540,      0240, 1              , 'Llano Redondo'
  01540,      0241, 1              , 'Punta de Cehuaya'
  01548,      2638, 1              , 'Villa Progresista'
  01549,      0243, 1              , 'Dos Ríos del Pueblo Santa Lucía'
  01550,      0245, 1              , 'Tepeaca'
  01550,      0246, 1              , 'Ampliación Tepeaca'
  01550,      2849, 1              , 'Rinconada Las Cuevitas'
  01560,      0248, 1              , 'Ave Real'
  01560,      0249, 1              , 'Canutillo'
  01560,      0250, 1              , 'Canutillo 3a Sección'
  01560,      0251, 1              , 'Canutillo 2a Sección'
  01566,      2747, 1              , 'Hueytlale'
  01569,      0255, 1              , 'Reacomodo Valentín Gómez Farías'
  01588,      0259, 1              , 'Tarango'
  01590,      0261, 1              , 'El Rincón'
  01600,      0263, 1              , 'Merced Gómez'
  01610,      0265, 1              , 'Colinas de Tarango'
  01610,      2639, 1              , 'Profesor J. Arturo López Martínez'
  01618,      0267, 1              , 'Arcos Centenario'
  01618,      2745, 1              , 'Ex-Hacienda de Tarango'
  01619,      0268, 1              , 'La Martinica'
  01619,      0269, 1              , 'Rinconada de Tarango'
  01620,      0270, 1              , 'Lomas de Tarango'
  01630,      0271, 1              , 'Lomas de Puerta Grande'
  01630,      0273, 1              , 'Puerta Grande'
  01630,      2640, 1              , 'Los Juristas'
  01640,      0275, 1              , 'Herón Proal'
  01645,      0276, 1              , 'Ponciano Arriaga'
  01650,      0277, 1              , 'La Milagrosa'
  01650,      0278, 1              , 'Palmas Axotitla'
  01650,      0279, 1              , 'Tlacuitlapa'
  01650,      0280, 1              , 'Ampliación Tlacuitlapa'
  01650,      0281, 1              , '2o Reacomodo Tlacuitlapa'
  01650,      2844, 1              , 'El Ruedo'
  01650,      2848, 1              , 'Santa Lucía Chantepec'
  01700,      0282, 1              , 'La Joyita del Pueblo Tetelpan'
  01700,      0283, 1              , 'Ocotillos del Pueblo Tetelpan'
  01700,      0284, 1              , 'San Agustín del Pueblo Tetelpan'
  01700,      0285, 1              , '2a Del Moral del Pueblo Tetelpan'
  01700,      0286, 1              , 'Tecalcapa del Pueblo Tetelpan'
  01700,      0287, 2               , 'Tetelpan'
  01708,      0291, 1              , 'El Encino del Pueblo Tetelpan'
  01708,      0292, 1              , 'El Mirador del Pueblo Tetelpan'
  01710,      0294, 1              , 'Las Águilas'
  01710,      0295, 1              , 'Ampliación Alpes'
  01720,      0297, 1              , 'Lomas de Guadalupe'
  01729,      0298, 1              , 'Alcantarilla'
  01730,      0299, 1              , 'Lomas de las Águilas'
  01730,      0300, 1              , 'Puente Colorado'
  01740,      0303, 1              , 'La Peñita del Pueblo Tetelpan'
  01740,      0304, 1              , 'San Clemente Norte'
  01740,      2842, 1              , 'San Clemente Sur'
  01750,      0305, 1              , 'Las Águilas 1a Sección'
  01750,      0306, 1              , 'Las Águilas 2o Parque'
  01750,      0307, 1              , 'Las Águilas 3er. Parque'
  01759,      0308, 1              , 'Ampliación Las Águilas'
  01760,      0309, 1              , 'Atlamaya'
  01760,      0310, 1              , 'Flor de María'
  01760,      0311, 1              , 'La Herradura del Pueblo Tetelpan'
  01770,      0315, 1              , 'La Angostura'
  01770,      0316, 1              , 'San José del Olivar'
  01780,      0318, 1              , 'Olivar de los Padres'
  01780,      0319, 1              , 'Tizampampano del Pueblo Tetelpan'
  01789,      0323, 1              , 'Miguel Hidalgo'
  01790,      0324, 1              , 'Lomas de los Ángeles del Pueblo Tetelpan'
  01790,      0325, 1              , 'Lomas de San Ángel Inn'
  01800,      0327, 2               , 'San Bartolo Ameyalco'
  01807,      0328, 1              , 'Rancho San Francisco Pueblo San Bartolo Ameyalco'
  01810,      0330, 1              , 'Villa Verdún'
  01820,      0332, 1              , 'Lomas Axomiatla'
  01820,      2843, 1              , 'Ejido San Mateo'
  01830,      0333, 2               , 'Santa Rosa Xochiac'
  01840,      0334, 1              , 'Torres de Potrero'
  01849,      0337, 1              , 'Rincón de la Bolsa'
  01849,      2847, 1              , 'Rancho del Carmen del Pueblo San Bartolo Ameyalco'
  01857,      0341, 1              , 'Lomas de Chamontoya'
  01859,      0343, 1              , 'Tlacoyaque'
  01860,      0344, 1              , 'Lomas de La Era'
  01863,      0003, 1              , 'Lomas del Capulín'
  01870,      0345, 1              , 'Lomas de los Cedros'
  01900,      0347, 1              , 'Jardines del Pedregal'
  01904,      2846, 1              , 'San Jerónimo Aculco'
  02000,      0353, 1              , 'Centro de Azcapotzalco'
  02010,      0356, 3               , 'Los Reyes'
  02010,      0357, 1              , 'San Rafael'
  02010,      0358, 3               , 'Nuevo Barrio San Rafael'
  02020,      0360, 3               , 'San Marcos'
  02020,      0361, 1              , 'Santo Tomás'
  02040,      0362, 1              , 'Del Maestro'
  02040,      0363, 1              , 'San Sebastián'
  02050,      0364, 1              , 'Libertad'
  02050,      0365, 2               , 'Santa María Malinalco'
  02060,      0368, 1              , 'Sindicato Mexicano de Electricistas'
  02060,      0369, 1              , 'Un Hogar Para Cada Trabajador'
  02070,      0371, 1              , 'Del Recreo'
  02070,      0372, 3               , 'Nextengo'
  02080,      0374, 1              , 'Clavería'
  02080,      0376, 1              , 'Sector Naval'
  02090,      0377, 1              , 'San Álvaro'
  02099,      0378, 1              , 'Ángel Zimbrón'
  02100,      0379, 1              , 'El Rosario'
  02120,      0385, 2               , 'San Martín Xochinahuac'
  02128,      0389, 1              , 'Nueva El Rosario'
  02129,      0390, 1              , 'Nueva España'
  02130,      0391, 1              , 'Tierra Nueva'
  02140,      0392, 1              , 'Santa Inés'
  02150,      0393, 1              , 'Pasteros'
  02160,      0394, 2               , 'Santo Domingo'
  02200,      0396, 1              , 'Reynosa Tamaulipas'
  02230,      0397, 2               , 'Santa Bárbara'
  02240,      0398, 3               , 'San Andrés'
  02240,      0399, 2               , 'San Andrés'
  02250,      0400, 2               , 'Santa Catarina'
  02300,      0402, 1              , 'Industrial Vallejo'
  02310,      0404, 1              , 'Ferrería'
  02320,      0405, 2               , 'San Andrés de las Salinas'
  02330,      0406, 3               , 'Huautla de las Salinas'
  02340,      0407, 1              , 'Santa Cruz de las Salinas'
  02360,      0409, 1              , 'Las Salinas'
  02400,      0410, 2               , 'San Juan Tlihuaca'
  02410,      0412, 1              , 'Prados del Rosario'
  02420,      0415, 1              , 'Ex-Hacienda El Rosario'
  02440,      0418, 1              , 'Providencia'
  02459,      0421, 1              , 'Tezozomoc'
  02460,      0422, 1              , 'La Preciosa'
  02470,      0423, 1              , 'Ampliación Petrolera'
  02480,      0425, 1              , 'Petrolera'
  02490,      0427, 3               , 'San Mateo'
  02500,      0428, 1              , 'Unidad Cuitláhuac'
  02519,      0430, 1              , 'El Jagüey'
  02520,      0431, 4         , 'Estación Pantaco'
  02530,      0439, 1              , 'Jardín Azpeitia'
  02600,      0441, 1              , 'Pro-Hogar'
  02630,      0443, 3               , 'Coltongo'
  02630,      2798, 1              , 'Coltongo'
  02640,      0444, 1              , 'Monte Alto'
  02650,      0445, 1              , 'Trabajadores de Hierro'
  02660,      0446, 1              , 'Euzkadi'
  02670,      0447, 1              , 'Cosmopolita'
  02680,      0448, 1              , 'Potrero del Llano'
  02700,      0449, 2               , 'San Miguel Amantla'
  02710,      0451, 2               , 'San Pedro Xalpa'
  02719,      0454, 1              , 'Ampliación San Pedro Xalpa'
  02720,      0456, 1              , 'San Antonio'
  02720,      0457, 2               , 'San Bartolo Cahualtongo'
  02730,      0459, 2               , 'San Francisco Tetecala'
  02750,      0461, 2               , 'Santiago Ahuizotla'
  02760,      0462, 1              , 'Industrial San Antonio'
  02760,      0463, 3               , 'Santa Lucía'
  02770,      0464, 2               , 'Santa Cruz Acayucan'
  02780,      0465, 1              , 'Plenitud'
  02790,      0466, 3               , 'Santa Apolonia'
  02800,      0467, 1              , 'Nueva Santa María'
  02810,      0469, 1              , 'Ignacio Allende'
  02810,      0470, 1              , 'Victoria de las Democracias'
  02830,      0473, 3               , 'San Bernabé'
  02840,      0474, 1              , 'Obrero Popular'
  02860,      0476, 1              , 'Tlatilco'
  02870,      0477, 1              , 'San Salvador Xochimanca'
  02900,      0478, 1              , 'Aguilera'
  02910,      0479, 1              , 'Aldana'
  02920,      0480, 1              , 'Ampliación Cosmopolita'
  02930,      0481, 1              , 'Liberación'
  02940,      0482, 1              , 'Porvenir'
  02950,      0483, 1              , 'Del Gas'
  02960,      0484, 2               , 'San Francisco Xocotitla'
  02970,      0485, 1              , 'Ampliación Del Gas'
  02980,      0486, 1              , 'Arenal'
  02980,      0487, 1              , 'Patrimonio Familiar'
  02990,      0488, 1              , 'La Raza'
  03000,      0489, 1              , 'Piedad Narvarte'
  03010,      0491, 1              , 'Atenor Salas'
  03020,      0493, 1              , 'Narvarte Poniente'
  03023,      2623, 1              , 'Narvarte Oriente'
  03100,      0496, 1              , 'Del Valle Centro'
  03100,      2624, 1              , 'Insurgentes San Borja'
  03103,      2621, 1              , 'Del Valle Norte'
  03104,      2622, 1              , 'Del Valle Sur'
  03200,      0501, 1              , 'Tlacoquemécatl'
  03230,      0505, 1              , 'Actipan'
  03240,      0506, 1              , 'Acacias'
  03300,      0507, 1              , 'Portales Sur'
  03303,      2625, 1              , 'Portales Norte'
  03310,      0509, 1              , 'Santa Cruz Atoyac'
  03320,      0512, 1              , 'Residencial Emperadores'
  03330,      0513, 1              , 'Xoco'
  03340,      0515, 1              , 'General Pedro María Anaya'
  03400,      0516, 1              , 'Álamos'
  03410,      0518, 1              , 'Postal'
  03420,      0519, 1              , 'Miguel Alemán'
  03430,      0521, 1              , 'Josefa Ortiz de Domínguez'
  03440,      0522, 1              , 'Niños Héroes'
  03500,      0523, 1              , 'Nativitas'
  03510,      0525, 1              , 'Moderna'
  03520,      0526, 1              , 'Iztaccihuatl'
  03530,      0527, 1              , 'Villa de Cortés'
  03540,      0528, 1              , 'Del Carmen'
  03550,      0529, 1              , 'Zacahuitzco'
  03560,      0530, 1              , 'Albert'
  03570,      0531, 1              , 'Portales Oriente'
  03580,      0532, 1              , 'Miravalle'
  03590,      0533, 1              , 'Ermita'
  03600,      0534, 1              , 'Vértiz Narvarte'
  03610,      0535, 1              , 'Américas Unidas'
  03620,      0536, 1              , 'Periodista'
  03630,      0537, 1              , 'Independencia'
  03640,      0538, 1              , 'Del Lago'
  03650,      0539, 1              , 'Letrán Valle'
  03660,      0540, 1              , 'San Simón Ticumac'
  03700,      0541, 1              , 'Santa María Nonoalco'
  03710,      0542, 1              , 'Ciudad de los Deportes'
  03720,      0543, 1              , 'Nochebuena'
  03730,      0544, 1              , 'San Juan'
  03740,      0545, 1              , 'Extremadura Insurgentes'
  03800,      0546, 1              , 'San Pedro de los Pinos'
  03810,      0548, 1              , 'Nápoles'
  03820,      0552, 1              , '8 de Agosto'
  03840,      0554, 1              , 'Ampliación Nápoles'
  03900,      0556, 1              , 'San José Insurgentes'
  03910,      0558, 1              , 'Mixcoac'
  03920,      0559, 1              , 'Insurgentes Mixcoac'
  03930,      0561, 1              , 'Merced Gómez'
  03940,      0562, 1              , 'Crédito Constructor'
  04000,      0563, 1              , 'Villa Coyoacán'
  04010,      0566, 3               , 'Santa Catarina'
  04020,      0567, 3               , 'La Concepción'
  04030,      0569, 3               , 'San Lucas'
  04040,      0570, 1              , 'Parque San Andrés'
  04100,      0571, 1              , 'Del Carmen'
  04120,      0577, 1              , 'San Diego Churubusco'
  04120,      0578, 1              , 'San Mateo'
  04200,      0580, 1              , 'Campestre Churubusco'
  04210,      0582, 1              , 'Churubusco Country Club'
  04230,      0584, 1              , 'Prado Churubusco'
  04240,      0586, 1              , 'Hermosillo'
  04250,      0587, 1              , 'Paseos de Taxqueña'
  04260,      0590, 3               , 'San Francisco Culhuacán Barrio de San Francisco'
  04260,      2807, 3               , 'San Francisco Culhuacán Barrio de La Magdalena'
  04260,      2808, 3               , 'San Francisco Culhuacán Barrio de Santa Ana'
  04260,      2831, 3               , 'San Francisco Culhuacán Barrio de San Juan'
  04300,      0596, 1              , 'Ajusco'
  04310,      0601, 1              , 'Romero de Terreros'
  04318,      0603, 3               , 'Oxtopulco Universidad'
  04320,      0606, 1              , 'Cuadrante de San Francisco'
  04320,      0608, 1              , 'Pedregal de San Francisco'
  04330,      0612, 1              , 'El Rosedal'
  04330,      0613, 2               , 'Los Reyes'
  04330,      0614, 3               , 'Del Niño Jesús'
  04340,      0622, 1              , 'Copilco El Bajo'
  04360,      0632, 1              , 'Copilco El Alto'
  04360,      0633, 1              , 'Copilco Universidad'
  04369,      0636, 1              , 'Pedregal de Santo Domingo'
  04370,      0637, 1              , 'Atlántida'
  04370,      0638, 1              , 'Ciudad Jardín'
  04380,      0640, 1              , 'El Rosario'
  04380,      0641, 2               , 'La Candelaria'
  04390,      0643, 1              , 'Huayamilpas'
  04390,      0644, 1              , 'Nueva Díaz Ordaz'
  04400,      0645, 1              , 'Educación'
  04410,      0646, 1              , 'Petrolera Taxqueña'
  04420,      0649, 1              , 'Ex-Ejido de San Francisco Culhuacán'
  04440,      0651, 1              , 'Culhuacán CTM Sección V'
  04440,      2810, 1              , 'Culhuacán CTM Sección II'
  04440,      2811, 1              , 'Culhuacán CTM Sección I'
  04450,      0652, 1              , 'El Centinela'
  04460,      0653, 1              , 'Avante'
  04470,      0655, 1              , 'Presidentes Ejidales 1a Sección'
  04470,      2805, 1              , 'Presidentes Ejidales 2a Sección'
  04480,      0657, 1              , 'Culhuacán CTM Sección VI'
  04480,      2809, 1              , 'Culhuacán CTM Sección III'
  04480,      2812, 1              , 'Culhuacán CTM CROC'
  04480,      2815, 1              , 'Culhuacán CTM Sección X-A'
  04489,      0658, 1              , 'Culhuacán CTM Sección VII'
  04490,      0659, 1              , 'Culhuacán CTM Sección Piloto'
  04490,      2813, 1              , 'Culhuacán CTM Canal Nacional'
  04500,      0660, 1              , 'Jardines del Pedregal de San Ángel'
  04510,      2793, 4         , 'Universidad Nacional Autónoma de México'
  04519,      0664, 1              , 'La Otra Banda'
  04530,      0665, 1              , 'Insurgentes Cuicuilco'
  04600,      0669, 1              , 'Pedregal de Santa Úrsula'
  04610,      0670, 1              , 'Xotepingo'
  04620,      0671, 2               , 'San Pablo Tepetlapa'
  04630,      0672, 1              , 'Adolfo Ruiz Cortínes'
  04640,      0673, 1              , 'El Reloj'
  04650,      0676, 2               , 'Santa Úrsula Coapa'
  04660,      0677, 1              , 'Joyas del Pedregal'
  04700,      0678, 1              , 'Pedregal de Carrasco'
  04710,      0680, 1              , 'Olímpica'
  04730,      0686, 1              , 'Cantil del Pedregal'
  04730,      0687, 1              , 'Bosques de Tetlameya'
  04739,      0690, 1              , 'El Caracol'
  04800,      0691, 1              , 'Alianza Popular Revolucionaria'
  04800,      0692, 1              , 'Los Cedros'
  04810,      0695, 1              , 'Prados de Coyoacán'
  04815,      0696, 1              , 'Emiliano Zapata'
  04830,      0697, 1              , 'Los Cipreses'
  04840,      2806, 1              , 'Ex-Ejido de San Pablo Tepetlapa'
  04870,      0706, 1              , 'Espartaco'
  04890,      0708, 1              , 'Jardines de Coyoacán'
  04890,      0709, 1              , 'Los Olivos'
  04899,      0711, 1              , 'El Parque de Coyoacán'
  04909,      0714, 1              , 'Culhuacán CTM Sección VIII'
  04909,      0715, 1              , 'Culhuacán CTM Sección IX-A'
  04909,      2814, 1              , 'Culhuacán CTM Sección IX-B'
  04910,      0716, 1              , 'Carmen Serdán'
  04918,      0717, 1              , 'Cafetales'
  04919,      0718, 1              , 'Emiliano Zapata Fraccionamiento Popular'
  04920,      0719, 1              , 'Los Girasoles'
  04929,      0723, 1              , 'Las Campanas'
  04930,      0724, 1              , 'Santa Cecilia'
  04938,      0725, 1              , 'Campestre Coyoacán'
  04939,      0726, 1              , 'Culhuacán CTM Sección X'
  04940,      0727, 1              , 'Los Sauces'
  04950,      0728, 1              , 'El Mirador'
  04960,      0729, 1              , 'Villa Quietud'
  04970,      0730, 1              , 'Haciendas de Coyoacán'
  04980,      0674, 1              , 'Ex-Ejido de Santa Úrsula Coapa'
  04980,      0731, 1              , 'Ex-Hacienda Coapa'
  04980,      2792, 1              , 'Viejo Ejido de Santa Úrsula Coapa'
  05000,      0732, 1              , 'Cuajimalpa'
  05010,      0735, 1              , 'Zentlapatl'
  05020,      0736, 1              , 'Loma del Padre'
  05030,      0737, 1              , 'San Pedro'
  05030,      2867, 1              , 'La Manzanita'
  05050,      0740, 2               , 'San Pablo Chimalpa'
  05100,      0746, 1              , 'Lomas de Vista Hermosa'
  05110,      0748, 1              , 'Cooperativa Palo Alto'
  05118,      0751, 1              , 'Granjas Palo Alto'
  05119,      0752, 1              , 'Campestre Palo Alto'
  05120,      0753, 1              , 'Bosques de las Lomas'
  05129,      0758, 1              , 'Lomas del Chamizal'
  05200,      0766, 1              , 'San José de los Cedros'
  05219,      0768, 1              , 'Granjas Navidad'
  05220,      0769, 1              , 'Tepetongo'
  05230,      0770, 1              , 'El Ébano'
  05240,      0774, 1              , 'El Molino'
  05260,      0777, 1              , 'Jesús del Monte'
  05269,      0780, 1              , 'Amado Nervo'
  05270,      0782, 1              , 'Manzanastitla'
  05280,      0783, 1              , 'Adolfo López Mateos'
  05310,      0785, 1              , 'El Molinito'
  05320,      0786, 1              , 'El Yaqui'
  05330,      0787, 1              , 'Lomas de Memetla'
  05330,      0788, 1              , 'Memetla'
  05330,      0789, 1              , 'Ampliación Memetla'
  05330,      2869, 1              , 'Ampliación el Yaqui'
  05348,      0792, 1              , 'Santa Fe Cuajimalpa'
  05360,      0794, 1              , 'Locaxco'
  05370,      0797, 1              , 'Las Tinajas'
  05379,      0799, 1              , 'Lomas de San Pedro'
  05400,      0800, 1              , 'El Tianguillo'
  05410,      0801, 2               , 'San Lorenzo Acopilco'
  05410,      2866, 1              , '1° de Mayo'
  05500,      0803, 1              , 'Contadero'
  05520,      0808, 1              , 'La Venta'
  05530,      0809, 1              , 'Abdías García Soto'
  05600,      0810, 2               , 'San Mateo Tlaltenango'
  05610,      2868, 2               , 'Santa Rosa Xochiac'
  05700,      0819, 1              , 'Cruz Blanca'
  05710,      0820, 1              , 'Las Maromas'
  05730,      0825, 1              , 'Xalpa'
  05750,      0827, 1              , 'La Pila'
  05760,      0829, 1              , 'Las Lajas'
  05780,      0833, 1              , 'Agua Bendita'
  05790,      0001, 1              , 'Puerto Las Cruces'
  06000,      0838, 1              , 'Centro (Área 1)'
  06010,      0847, 1              , 'Centro (Área 2)'
  06020,      0850, 1              , 'Centro (Área 3)'
  06030,      0853, 1              , 'Tabacalera'
  06040,      0860, 1              , 'Centro (Área 4)'
  06050,      0863, 1              , 'Centro (Área 5)'
  06060,      0867, 1              , 'Centro (Área 6)'
  06070,      0873, 1              , 'Centro (Área 7)'
  06080,      0875, 1              , 'Centro (Área 8)'
  06090,      0879, 1              , 'Centro (Área 9)'
  06100,      0882, 1              , 'Hipódromo'
  06140,      0884, 1              , 'Condesa'
  06170,      0886, 1              , 'Hipódromo Condesa'
  06200,      0891, 1              , 'Morelos'
  06220,      0894, 1              , 'Peralvillo'
  06240,      0895, 1              , 'Valle Gómez'
  06250,      0896, 1              , 'Ex-Hipódromo de Peralvillo'
  06270,      0898, 1              , 'Maza'
  06280,      0899, 1              , 'Felipe Pescador'
  06300,      0900, 1              , 'Guerrero'
  06350,      0906, 1              , 'Buenavista'
  06400,      0911, 1              , 'Santa María la Ribera'
  06430,      0913, 1              , 'Santa María Insurgentes'
  06450,      0914, 1              , 'Atlampa'
  06470,      0915, 1              , 'San Rafael'
  06500,      0919, 1              , 'Cuauhtémoc'
  06600,      0930, 1              , 'Juárez'
  06700,      0947, 1              , 'Roma Norte'
  06720,      0955, 1              , 'Doctores'
  06760,      0966, 1              , 'Roma Sur'
  06780,      0970, 1              , 'Buenos Aires'
  06800,      0974, 1              , 'Obrera'
  06820,      0978, 1              , 'Tránsito'
  06840,      0980, 1              , 'Esperanza'
  06850,      0981, 1              , 'Asturias'
  06860,      0982, 1              , 'Vista Alegre'
  06870,      0983, 1              , 'Paulino Navarro'
  06880,      0984, 1              , 'Algarin'
  06890,      0986, 1              , 'Ampliación Asturias'
  06900,      0988, 1              , 'Nonoalco Tlatelolco'
  06920,      0989, 1              , 'San Simón Tolnáhuac'
  07000,      0991, 1              , 'Aragón la Villa'
  07010,      0994, 1              , 'Rosas del Tepeyac'
  07010,      0995, 1              , 'Santa Isabel Tola'
  07010,      0996, 1              , 'Tepetates'
  07020,      0997, 1              , 'Tepeyac Insurgentes'
  07040,      0998, 2               , 'Santiago Atzacoalco'
  07050,      1001, 1              , 'Villa Gustavo A. Madero'
  07058,      1003, 1              , '15 de Agosto'
  07060,      1005, 1              , 'Estanzuela'
  07069,      1006, 1              , 'Triunfo de La República'
  07070,      1007, 1              , 'La Cruz'
  07070,      1008, 1              , 'Dinamita'
  07070,      1010, 1              , 'Martín Carrera'
  07080,      1011, 1              , 'Gabriel Hernández'
  07089,      1012, 1              , 'Ampliación Gabriel Hernández'
  07090,      1013, 1              , 'C.T.M. Atzacoalco'
